n_residues_total,n_residues_confident,confident_fraction,mean_plddt,compactness,hp_surf_frac,arom_surf_frac,max_hp_patch,n_hp_patches_5plus,pocket_density,max_pocket_cluster,pocket_cluster_per_100res,accession,Entry,intended_gene,gene_symbol,protac_validated,Length,n_lines_screened,mean_chronos,median_chronos,frac_essential,frac_strongly_essential,n_lines_expression,mean_log_tpm,median_log_tpm,frac_expressed,frac_high_expressed
400,247,0.6175,89.80846153846153,3.2272902800737744,0.4585987261146497,0.12101910828025478,25,3,0.21862348178137653,26,10.526315789473683,Q8NC42,Q8NC42,,RNF149,False,400,1208.0,-0.031513731397356304,-0.0386850418319235,0.004966887417218543,0.0,1775.0,4.7249915090394365,4.7843943,0.9898591549295774,0.9723943661971831
237,204,0.8607594936708861,92.47313725490199,2.095350905309354,0.29133858267716534,0.11023622047244094,9,1,0.19117647058823528,10,4.901960784313726,Q8NC69,Q8NC69,,KCTD6,False,237,1208.0,0.010712386344793535,0.012512318806920199,0.0016556291390728477,0.0,1775.0,3.2511747793859156,3.232056,0.9949295774647887,0.6309859154929578
708,159,0.2245762711864407,82.63937106918239,2.8074816935220746,0.3310810810810811,0.033783783783783786,10,3,0.07547169811320754,3,1.8867924528301887,Q8NCN4,Q8NCN4,,RNF169,False,708,1208.0,-0.11202368820871629,-0.10816198297036615,0.011589403973509934,0.0008278145695364238,1775.0,2.7311497922929573,2.7516308,0.9791549295774647,0.3583098591549296
570,192,0.3368421052631579,84.21192708333334,2.080426157789316,0.2619047619047619,0.10317460317460317,5,1,0.21354166666666666,14,7.291666666666667,Q8NCP5,Q8NCP5,,ZBTB44,False,570,1208.0,0.06724624380959246,0.06935098741119339,0.0024834437086092716,0.0,1775.0,3.639387928676056,3.6168869,1.0,0.7701408450704226
510,385,0.7549019607843137,88.77771428571428,1.2551011806303238,0.3384615384615385,0.1282051282051282,8,4,0.2051948051948052,23,5.974025974025974,Q8NCQ5,Q8NCQ5,,FBXO15,False,510,1208.0,0.06281457722000935,0.0625167780791843,0.0008278145695364238,0.0,1775.0,0.6242907328107042,0.46084213,0.18873239436619718,0.004507042253521127
797,637,0.7992471769134254,92.0693092621664,1.2565277055768151,0.2669039145907473,0.07473309608540925,7,6,0.1695447409733124,15,2.3547880690737837,Q8TEL6,Q8TEL6,,TRPC4AP,False,797,1208.0,0.03501582704884189,0.0438375874571693,0.0041390728476821195,0.0,1775.0,5.196615911774648,5.21968,1.0,0.9977464788732394
875,490,0.56,91.51610204081632,1.8668449766492279,0.3611111111111111,0.05864197530864197,21,5,0.16122448979591836,23,4.6938775510204085,Q8TF61,Q8TF61,,FBXO41,False,875,1208.0,-0.14671902779055077,-0.14554680062221254,0.0173841059602649,0.0,1775.0,2.404489917488451,2.3903127,0.8743661971830986,0.30253521126760563
664,542,0.8162650602409639,87.47843173431734,1.5292444311532511,0.575,0.2222222222222222,31,16,0.33025830258302585,146,26.937269372693727,Q8WU17,Q8WU17,,RNF139,False,664,1208.0,-0.15791122328902563,-0.14933594971466313,0.01903973509933775,0.0016556291390728477,1775.0,4.67712193256338,4.6466985,1.0,0.9943661971830986
427,354,0.8290398126463701,93.46257062146893,1.0492010835981307,0.36477987421383645,0.11320754716981132,7,2,0.1864406779661017,30,8.47457627118644,Q92466,Q92466,,DDB2,False,427,1208.0,-0.07727428744563682,-0.07647617563040895,0.004966887417218543,0.0,1775.0,4.771502644225352,4.7783556,1.0,0.9594366197183098
292,206,0.7054794520547946,95.41665048543686,1.3906299958573294,0.20535714285714285,0.07142857142857142,4,0,0.1650485436893204,12,5.825242718446602,Q92564,Q92564,,DCUN1D4,False,292,1208.0,0.01254843562810991,0.0043253776271008505,0.005794701986754967,0.0,1775.0,4.598037295397184,4.6819158,0.9977464788732394,0.9633802816901409
1164,551,0.4733676975945017,89.46974591651544,2.4998418212108344,0.35294117647058826,0.08,19,11,0.12522686025408347,7,1.2704174228675136,Q92574,Q92574,,TSC1,False,1164,1208.0,0.027989718750017756,0.029938936368507203,0.09188741721854304,0.005794701986754967,1775.0,3.891220187211267,3.921817,1.0,0.9312676056338028
585,565,0.9658119658119658,95.14985840707965,1.1085695381799001,0.2673992673992674,0.12454212454212454,5,1,0.2176991150442478,31,5.486725663716814,Q92624,Q92624,,APPBP2,False,585,1208.0,-0.014956652427730796,-0.012722954216783901,0.006622516556291391,0.0,1775.0,3.869633120056338,3.9208934,0.9994366197183099,0.887887323943662
601,387,0.6439267886855241,97.10865633074935,1.2459456175933967,0.2824858757062147,0.11299435028248588,5,1,0.2041343669250646,24,6.2015503875969,Q92630,Q92630,,DYRK2,False,601,1208.0,-0.07529370260121464,-0.0677209784109828,0.0033112582781456954,0.0,1775.0,3.6986523888450704,3.6885386,1.0,0.8045070422535211
1020,363,0.3558823529411765,96.62085399449035,0.9863151858321147,0.2913907284768212,0.08609271523178808,5,1,0.19008264462809918,36,9.917355371900827,Q92834,Q92834,,RPGR,False,1020,1208.0,0.06737895595835788,0.0648595959088009,0.0,0.0,1775.0,2.7258210316980285,2.699374,0.9926760563380281,0.3571830985915493
594,521,0.877104377104377,93.20637236084454,1.5461535376868174,0.2648221343873518,0.07509881422924901,4,0,0.18234165067178504,16,3.071017274472169,Q92990,Q92990,,GLMN,False,594,1208.0,-0.3783654033166482,-0.3519815287880208,0.29221854304635764,0.015728476821192054,1775.0,3.731462396828169,3.7354896,0.9994366197183099,0.8456338028169014
2554,2086,0.8167580266249022,87.36086768935763,1.1054452572935936,0.2663101604278075,0.08342245989304813,6,4,0.20038350910834132,37,1.7737296260786195,Q93008,Q93008,,USP9X,False,2554,1208.0,-0.6926996497053004,-0.6865133879690861,0.6879139072847682,0.21274834437086093,1775.0,4.9514571803380285,5.00105,1.0,0.9830985915492958
780,731,0.9371794871794872,91.76199726402187,1.716575357162401,0.24739583333333334,0.052083333333333336,5,1,0.2079343365253078,39,5.33515731874145,Q93034,Q93034,,CUL5,False,780,1208.0,0.1995011889016383,0.20142114900793529,0.0008278145695364238,0.0,1775.0,3.7207753189577466,3.7854354,0.9988732394366198,0.8676056338028169
2177,1147,0.5268718419843822,86.83691368788143,1.4391462108077246,0.257201646090535,0.06584362139917696,7,4,0.1996512641673932,20,1.7436791630340016,Q93074,Q93074,,MED12,False,2177,1208.0,-0.5562145703523845,-0.5711424040658898,0.570364238410596,0.16473509933774835,1775.0,3.6706277986140847,3.6912103,0.9966197183098592,0.7892957746478874
707,475,0.6718528995756718,95.76825263157895,1.4621329729747954,0.2839506172839506,0.0823045267489712,12,3,0.1705263157894737,12,2.526315789473684,Q969H0,Q969H0,,FBXW7,False,707,1208.0,-0.0054842155872692755,0.01103168737886285,0.04718543046357616,0.004966887417218543,1775.0,3.6757301710760566,3.6134374,0.9994366197183099,0.811830985915493
372,203,0.5456989247311828,92.71108374384238,1.889918425606915,0.29927007299270075,0.08029197080291971,7,1,0.17733990147783252,12,5.911330049261084,Q969K3,Q969K3,,RNF34,False,372,1208.0,-0.048053620010985204,-0.04533943622363215,0.006622516556291391,0.0,1775.0,5.07241721143662,5.0802865,1.0,0.9966197183098592
478,436,0.9121338912133892,89.90107798165137,1.2827156821329146,0.2987012987012987,0.07792207792207792,5,4,0.21100917431192662,14,3.211009174311927,Q969K4,Q969K4,,ABTB1,False,478,1208.0,0.057600058796211544,0.05681421345160665,0.0,0.0,1775.0,3.38995494659155,3.4008534,0.9892957746478873,0.6580281690140845
185,157,0.8486486486486486,96.78019108280256,1.2802011538838027,0.26595744680851063,0.07446808510638298,7,2,0.18471337579617833,7,4.45859872611465,Q969M7,Q969M7,,UBE2F,False,185,1208.0,0.021062265502049343,0.022175379794254248,0.027317880794701987,0.0016556291390728477,1775.0,5.352570615830986,5.3892536,1.0,0.9977464788732394
355,266,0.7492957746478873,91.02992481203009,1.4257008785180132,0.31097560975609756,0.10365853658536585,9,1,0.16541353383458646,6,2.2556390977443606,Q969P5,Q969P5,,FBXO32,False,355,1208.0,0.11694880562021978,0.1163514806935345,0.0,0.0,1775.0,3.3864532725476053,3.162682,0.8845070422535212,0.5307042253521127
353,286,0.8101983002832861,91.2137062937063,3.2498984389108894,0.3813559322033898,0.08050847457627118,12,6,0.18181818181818182,10,3.4965034965034967,Q969Q1,Q969Q1,,TRIM63,False,353,1208.0,0.089844024438061,0.0860872474044926,0.0,0.0,1775.0,0.34609642758535214,0.01571022,0.06929577464788732,0.04676056338028169
207,151,0.7294685990338164,97.25264900662252,1.3232770175318103,0.32142857142857145,0.05952380952380952,5,2,0.23178807947019867,27,17.880794701986755,Q969T4,Q969T4,,UBE2E3,False,207,1208.0,-0.18784242906440124,-0.1834779911241691,0.01903973509933775,0.0,1775.0,6.094628623926196,6.184201,0.9904225352112676,0.9836619718309859
566,456,0.8056537102473498,92.47423245614036,1.148697431200945,0.38578680203045684,0.116751269035533,8,4,0.21929824561403508,23,5.0438596491228065,Q969U6,Q969U6,,FBXW5,False,566,1208.0,-0.03527499634162457,-0.036276926651833796,0.0,0.0,1775.0,5.1988706051830995,5.297316,1.0,0.9938028169014085
352,336,0.9545454545454546,91.41261904761905,2.3149679231961158,0.3684210526315789,0.11403508771929824,24,4,0.21726190476190477,33,9.821428571428571,Q969V5,Q969V5,,MUL1,False,352,1208.0,-0.01991865736566276,-0.0107520583597251,0.009933774834437087,0.0,1775.0,4.098015589397183,4.1266093,0.9977464788732394,0.956056338028169
273,243,0.8901098901098901,94.3037037037037,1.2154522396402248,0.4065040650406504,0.07317073170731707,7,2,0.18930041152263374,16,6.584362139917696,Q96A44,Q96A44,,SPSB4,False,273,1208.0,0.06048945680467084,0.06227739713248825,0.0008278145695364238,0.0,1775.0,0.5042087142461972,0.02589061,0.16056338028169015,0.05464788732394366
297,147,0.494949494949495,87.95442176870748,2.1199583343115846,0.34545454545454546,0.06363636363636363,13,2,0.17006802721088435,11,7.482993197278912,Q96A61,Q96A61,,TRIM52,False,297,1208.0,-0.024953940056626683,-0.01953861757777725,0.0033112582781456954,0.0,1775.0,3.3885518863605637,3.4616463,0.9977464788732394,0.6794366197183098
955,850,0.8900523560209425,90.32543529411764,1.2238416527681792,0.2879120879120879,0.06153846153846154,8,7,0.18941176470588236,19,2.235294117647059,Q96AX9,Q96AX9,,MIB2,False,955,1208.0,-0.11900762998262403,-0.114657068713819,0.009933774834437087,0.0,1775.0,4.034041509560564,4.144805,0.9966197183098592,0.8157746478873239
151,130,0.8609271523178808,91.73561538461539,1.2626031812888334,0.25,0.039473684210526314,4,0,0.2230769230769231,10,7.6923076923076925,Q96B02,Q96B02,,UBE2W,False,151,383.0,0.017477489539437934,0.0242527283272455,0.02610966057441253,0.0,1775.0,4.2790397786478875,4.304679,1.0,0.9436619718309859
404,36,0.0891089108910891,82.38055555555553,4.07702096303304,0.3333333333333333,0.027777777777777776,3,0,0.05555555555555555,0,0.0,Q96B23,Q96B23,,ARK2N,False,404,1208.0,-0.0024343607820812648,0.00343180940722495,0.0024834437086092716,0.0,1775.0,3.695367342197183,3.7043962,0.9988732394366198,0.8585915492957746
710,360,0.5070422535211268,86.01175,2.0458518882444308,0.30357142857142855,0.06428571428571428,10,4,0.13333333333333333,9,2.5,Q92541,Q92541,,RTF1,False,710,1208.0,-0.6659334151563361,-0.661581438705436,0.8013245033112583,0.06788079470198675,1775.0,4.501199305239437,4.5403867,1.0,0.984225352112676
363,205,0.5647382920110193,92.28785365853659,1.5148766987234406,0.2846153846153846,0.06923076923076923,5,1,0.18536585365853658,12,5.853658536585367,Q8WZ73,Q8WZ73,,RFFL,False,363,1208.0,-0.24503931945370602,-0.23656926126852373,0.07201986754966887,0.0,1775.0,3.5015424607887327,3.4664574,0.9988732394366198,0.6907042253521126
223,189,0.8475336322869955,95.57592592592592,1.2488260690490953,0.40404040404040403,0.0707070707070707,11,1,0.21164021164021163,24,12.698412698412698,Q8WUJ0,Q8WUJ0,,STYX,False,223,1208.0,-0.0016345888355164821,0.00440365211274965,0.004966887417218543,0.0,1775.0,3.707070198197183,3.7149708,1.0,0.8529577464788732
621,552,0.8888888888888888,92.51954710144926,1.4453237919954678,0.3074074074074074,0.07777777777777778,10,2,0.19927536231884058,28,5.072463768115942,Q8WZ60,Q8WZ60,,KLHL6,False,621,1208.0,0.036221808363452776,0.04185057010232235,0.004966887417218543,0.0008278145695364238,1775.0,0.6665648461470424,0.025842428,0.15267605633802817,0.12169014084507042
495,377,0.7616161616161616,88.00511936339522,1.143594362339438,0.3125,0.09659090909090909,9,3,0.21750663129973474,12,3.183023872679045,Q8WV16,Q8WV16,,DCAF4,False,495,1208.0,-0.1604898433618606,-0.1552946889439149,0.019867549668874173,0.0,1775.0,3.7054408303938033,3.7012718,0.9971830985915493,0.8456338028169014
266,234,0.8796992481203008,94.57388888888889,1.294484894953808,0.25,0.0859375,6,1,0.19230769230769232,6,2.564102564102564,Q8WV22,Q8WV22,,NSMCE1,False,266,1208.0,-0.5656229334331727,-0.5569504795408247,0.6034768211920529,0.052980132450331126,1775.0,5.776895702197183,5.796304,1.0,0.9994366197183099
630,420,0.6666666666666666,88.9045238095238,2.359804770339963,0.3469387755102041,0.05782312925170068,15,6,0.19285714285714287,13,3.0952380952380953,Q8WV44,Q8WV44,,TRIM41,False,630,1208.0,-0.043325616084804945,-0.03222747768456034,0.0033112582781456954,0.0008278145695364238,1775.0,3.903456811492958,3.9614103,1.0,0.9014084507042254
666,143,0.2147147147147147,83.32195804195804,2.5601123078616927,0.34210526315789475,0.12280701754385964,10,3,0.23076923076923078,31,21.678321678321677,Q8WVC0,Q8WVC0,,LEO1,False,666,1208.0,-0.21259738255962246,-0.20389917699614674,0.07698675496688742,0.0024834437086092716,1775.0,4.636517336450704,4.6548023,1.0,0.9909859154929578
245,188,0.7673469387755102,89.09218085106384,1.4833682397062367,0.25757575757575757,0.09848484848484848,8,2,0.16489361702127658,10,5.319148936170213,Q8WVD3,Q8WVD3,,RNF138,False,245,1208.0,-0.04565943170332507,-0.0407282757057677,0.008278145695364239,0.0,1775.0,4.958657916845071,4.9733543,1.0,0.9769014084507043
230,189,0.8217391304347826,89.33613756613757,1.4466467998442745,0.3643410852713178,0.07751937984496124,7,3,0.1746031746031746,8,4.232804232804233,Q8WVD5,Q8WVD5,,RNF141,False,230,1208.0,0.012240900502898553,0.011926715202187299,0.0,0.0,1775.0,4.369974604591549,4.3442674,0.9994366197183099,0.9605633802816902
259,213,0.8223938223938224,89.80661971830985,1.6804932431890898,0.3,0.12307692307692308,7,1,0.16901408450704225,5,2.3474178403755865,Q8WVF5,Q8WVF5,,KCTD4,False,259,1208.0,0.07418937428530918,0.07305841583098414,0.0,0.0,1775.0,0.33026578103492954,0.03181298,0.09915492957746479,0.03323943661971831
375,312,0.832,90.7434935897436,1.1856803545427752,0.2603550295857988,0.0650887573964497,3,0,0.23076923076923078,31,9.935897435897436,Q8WVN8,Q8WVN8,,UBE2Q2,False,375,1208.0,0.007120280791898228,0.01020018481316565,0.0,0.0,1775.0,4.493675489988732,4.503565,0.9954929577464788,0.971830985915493
376,263,0.699468085106383,90.3284030418251,2.8640446277314338,0.37349397590361444,0.13253012048192772,18,1,0.16730038022813687,11,4.182509505703422,Q8WVZ7,Q8WVZ7,,RNF133,False,376,1208.0,0.035543037972297194,0.036848297973681846,0.0,0.0,1775.0,0.10556414767098592,0.021071736,0.011830985915492958,0.0005633802816901409
684,530,0.7748538011695907,91.48901886792454,1.3039205383133337,0.31970260223048325,0.08550185873605948,11,3,0.2037735849056604,20,3.7735849056603774,Q8WVZ9,Q8WVZ9,,KBTBD7,False,684,1165.0,0.03924677939368389,0.037647653265912,0.0,0.0,1775.0,2.2366071410732395,2.214103,0.9464788732394366,0.1645070422535211
429,204,0.4755244755244755,86.69088235294119,2.5530505247626034,0.45901639344262296,0.10655737704918032,20,3,0.25,14,6.862745098039216,Q8WWF5,Q8WWF5,,ZNRF4,False,429,1208.0,0.04265073431383866,0.04861993065041075,0.0008278145695364238,0.0,1775.0,0.0055799195442253514,0.0,0.0005633802816901409,0.0005633802816901409
1683,447,0.26559714795008915,82.75648769574944,1.8491961429384307,0.29714285714285715,0.06285714285714286,8,4,0.14988814317673377,14,3.131991051454139,Q8WWI1,Q8WWI1,,LMO7,False,1683,1208.0,0.15596021507761695,0.15690273586361775,0.0,0.0,1775.0,5.306553270822536,5.4009137,0.9915492957746479,0.8816901408450705
329,279,0.8480243161094225,91.97827956989246,1.3603052146843337,0.3836477987421384,0.1320754716981132,12,4,0.2114695340501792,53,18.996415770609318,Q8WWX0,Q8WWX0,,ASB5,False,329,1208.0,0.11977619949051857,0.1200468748214477,0.0008278145695364238,0.0,1775.0,0.28357037214478875,0.022727154,0.07098591549295774,0.028169014084507043
323,293,0.9071207430340558,91.00897610921503,1.4980585294826376,0.4152046783625731,0.13450292397660818,21,3,0.2150170648464164,49,16.723549488054605,Q8WXH4,Q8WXH4,,ASB11,False,323,1208.0,0.22212618406688436,0.2239929125645957,0.0,0.0,1775.0,0.09563085424901409,0.0,0.023098591549295774,0.008450704225352112
440,208,0.4727272727272727,91.6212980769231,1.7400964136224935,0.4090909090909091,0.15151515151515152,8,3,0.20192307692307693,23,11.057692307692307,Q8WXH5,Q8WXH5,,SOCS4,False,440,1208.0,-0.08395103205800156,-0.08842248676109779,0.0041390728476821195,0.0,1775.0,3.872246748169014,3.875721,0.9994366197183099,0.908169014084507
277,184,0.6642599277978339,89.57842391304348,1.6551649549267489,0.3125,0.10416666666666667,4,0,0.19021739130434784,9,4.891304347826087,Q8WXH6,Q8WXH6,,RAB40A,False,277,1047.0,-0.0589419209262138,-0.056463412920648,0.0009551098376313276,0.0,1775.0,0.6924771928242254,0.6260578,0.2428169014084507,0.0028169014084507044
467,366,0.7837259100642399,88.5864480874317,1.4677275223563249,0.3146067415730337,0.07865168539325842,9,1,0.2459016393442623,19,5.191256830601093,Q8WXI3,Q8WXI3,,ASB10,False,467,1208.0,-0.005718456162888785,-0.0070285983917416,0.0,0.0,1775.0,0.00513376568056338,0.0,0.0,0.0
295,249,0.8440677966101695,91.82622489959839,1.2550141429526989,0.34146341463414637,0.10569105691056911,8,1,0.2289156626506024,37,14.859437751004014,Q8WXJ9,Q8WXJ9,,ASB17,False,295,1208.0,-0.05697042424337891,-0.05505992011641455,0.0024834437086092716,0.0,1775.0,0.0021115778535211265,0.0,0.0,0.0
588,514,0.8741496598639455,93.2431906614786,1.5983680760544061,0.31092436974789917,0.11764705882352941,7,2,0.20622568093385213,28,5.447470817120623,Q8WXK1,Q8WXK1,,ASB15,False,588,1208.0,0.17684465912526526,0.1709469577229903,0.0,0.0,1775.0,0.03360226489295774,0.0,0.0067605633802816905,0.0016901408450704226
278,259,0.9316546762589928,95.56969111969111,1.325706560900743,0.3333333333333333,0.08695652173913043,9,1,0.22393822393822393,37,14.285714285714285,Q8WXK3,Q8WXK3,,ASB13,False,278,1208.0,0.12669655293049323,0.1251595320044609,0.0008278145695364238,0.0,1775.0,3.1390668386,3.1586828,0.9723943661971831,0.5684507042253522
309,246,0.7961165048543689,89.47845528455285,1.4068484393837204,0.3308270676691729,0.11278195488721804,8,3,0.21951219512195122,33,13.414634146341465,Q8WXK4,Q8WXK4,,ASB12,False,309,1208.0,0.04068406494711274,0.04325993701332485,0.0,0.0,1775.0,0.12438004328845072,0.03253535,0.009014084507042254,0.0
445,381,0.8561797752808988,91.82396325459318,1.2385450088407695,0.31390134529147984,0.08520179372197309,9,3,0.2230971128608924,20,5.2493438320209975,Q8WY64,Q8WY64,,MYLIP,False,445,1208.0,0.07358768237970387,0.08065182111726454,0.011589403973509934,0.0008278145695364238,1775.0,2.954358118845634,3.012978,0.9509859154929577,0.5047887323943662
329,232,0.7051671732522796,92.84525862068966,2.002678932869585,0.26865671641791045,0.06716417910447761,4,0,0.2025862068965517,12,5.172413793103448,Q8WZ19,Q8WZ19,,KCTD13,False,329,1208.0,0.0541707878766338,0.04935735296989855,0.0,0.0,1775.0,3.50449886731831,3.5153215,0.9977464788732394,0.7487323943661972
381,267,0.7007874015748031,93.89086142322098,1.715691949400703,0.23170731707317074,0.0975609756097561,8,2,0.19101123595505617,27,10.112359550561797,Q9BWX1,Q9BWX1,,PHF7,False,381,1208.0,-0.057875014193714,-0.05716701932272936,0.0008278145695364238,0.0,1775.0,2.659200061988732,2.60046,0.9752112676056338,0.323943661971831
425,307,0.7223529411764706,93.32250814332248,3.166862364853453,0.33587786259541985,0.11068702290076336,11,7,0.20195439739413681,12,3.908794788273615,Q9BZY9,Q9BZY9,,TRIM31,False,425,1208.0,0.07763354776117747,0.0774472767059651,0.0,0.0,1775.0,0.7066465322157747,0.08537435,0.1723943661971831,0.0867605633802817
525,425,0.8095238095238095,92.77322352941177,1.511735605140892,0.3133047210300429,0.04721030042918455,10,3,0.2188235294117647,29,6.8235294117647065,Q9BX70,Q9BX70,,BTBD2,False,525,1208.0,0.008867931067659424,0.0157949457296563,0.0008278145695364238,0.0,1775.0,5.057283022028169,5.0914884,1.0,0.9926760563380281
423,391,0.9243498817966903,95.56383631713557,1.2509978567292144,0.2564102564102564,0.12307692307692308,8,3,0.12020460358056266,7,1.7902813299232736,Q9UKC9,Q9UKC9,,FBXL2,False,423,1208.0,-0.029366232806726875,-0.0247279694838742,0.0016556291390728477,0.0,1775.0,2.3389453582433806,2.5042136,0.8326760563380282,0.3008450704225352
481,455,0.9459459459459459,91.89356043956045,2.3161910682241293,0.33226837060702874,0.08306709265175719,15,5,0.2043956043956044,48,10.54945054945055,Q9UDY6,Q9UDY6,,TRIM10,False,481,1208.0,-0.05623279288742592,-0.05462497361990665,0.0016556291390728477,0.0,1775.0,0.17910098807661973,0.007024665,0.061971830985915494,0.005633802816901409
824,621,0.7536407766990292,91.7685346215781,1.2421637536643488,0.29491525423728815,0.07796610169491526,7,2,0.18840579710144928,18,2.898550724637681,Q9UDY8,Q9UDY8,,MALT1,False,824,1208.0,0.12337481136522213,0.12649990750087303,0.0,0.0,1775.0,3.7094702767492955,3.7266896,0.9938028169014085,0.7611267605633802
701,376,0.536376604850214,95.56598404255318,1.2591416658914725,0.27472527472527475,0.0989010989010989,7,1,0.1276595744680851,9,2.393617021276596,Q9UF56,Q9UF56,,FBXL17,False,701,1208.0,-0.004541163560401343,0.0007576531764912,0.006622516556291391,0.0,1775.0,3.196888364687324,3.2472365,0.9932394366197184,0.6236619718309859
587,555,0.9454855195911414,93.15401801801801,1.377371089903846,0.2857142857142857,0.06620209059233449,12,2,0.2126126126126126,40,7.207207207207207,Q9UH77,Q9UH77,,KLHL3,False,587,1208.0,-0.1034745297946394,-0.10271791948453474,0.0008278145695364238,0.0,1775.0,0.9474818647002816,0.8161762,0.40788732394366195,0.013521126760563381
709,449,0.6332863187588152,89.28309576837417,1.5433405882575832,0.3835616438356164,0.1267123287671233,9,7,0.22717149220489977,48,10.690423162583519,Q9UH90,Q9UH90,,FBXO40,False,709,1208.0,-0.016547038557308075,-0.0138132553879436,0.0,0.0,1775.0,0.02607051118478873,0.0,0.0033802816901408453,0.0
482,231,0.47925311203319504,86.891341991342,1.7654594571428714,0.3546511627906977,0.1744186046511628,5,3,0.19913419913419914,8,3.463203463203463,Q9UHC7,Q9UHC7,,MKRN1,False,482,1208.0,-0.30760822470208776,-0.2987261379135956,0.10347682119205298,0.0,1775.0,5.755563352788732,5.7549596,1.0,0.9994366197183099
1024,906,0.884765625,90.70931567328918,1.3731793369998295,0.21772151898734177,0.08860759493670886,5,1,0.18763796909492272,39,4.304635761589404,Q9UII4,Q9UII4,,HERC5,False,1024,1208.0,0.015683636680664182,0.01780150088531795,0.0008278145695364238,0.0,1775.0,1.9201744649836618,1.755866,0.6450704225352113,0.2591549295774648
491,359,0.7311608961303462,90.14796657381616,1.7982160749621463,0.2767857142857143,0.08482142857142858,14,3,0.1615598885793872,17,4.735376044568245,Q9UJ41,Q9UJ41,,RABGEF1,False,491,383.0,-0.19460806434097844,-0.1653202744452154,0.10182767624020887,0.0026109660574412533,1775.0,4.240237627549297,4.2326913,1.0,0.9825352112676057
1249,185,0.14811849479583666,89.0327027027027,1.4111740486797597,0.34285714285714286,0.11428571428571428,7,2,0.25405405405405407,24,12.972972972972974,Q9UJ55,Q9UJ55,,MAGEL2,False,1249,77.0,0.03436105334287639,0.0371497818882152,0.0,0.0,1775.0,0.17777069570309859,0.0,0.06591549295774649,0.010140845070422535
597,556,0.931323283082077,94.24739208633095,1.4039122899786174,0.3829787234042553,0.07092198581560284,9,6,0.23201438848920863,15,2.697841726618705,Q9UJP4,Q9UJP4,,KLHL21,False,597,1208.0,0.0009753104957133544,0.0057841485333511005,0.0033112582781456954,0.0,1775.0,3.814896572428169,3.822312,0.9983098591549295,0.8349295774647887
491,367,0.7474541751527495,95.5400544959128,1.2771048273399235,0.2808988764044944,0.12921348314606743,8,1,0.13896457765667575,21,5.722070844686648,Q9UJT9,Q9UJT9,,FBXL7,False,491,1208.0,0.08007278449744491,0.08494686420994685,0.0016556291390728477,0.0,1775.0,1.2927438777904223,0.1710018,0.4169014084507042,0.20450704225352112
735,580,0.7891156462585034,89.98329310344828,2.3890808466902445,0.36153846153846153,0.07948717948717948,13,7,0.19137931034482758,30,5.172413793103448,Q9UJV3,Q9UJV3,,MID2,False,735,1208.0,-0.07369181165702947,-0.07026378572149815,0.0033112582781456954,0.0,1775.0,1.6610959836952113,1.836938,0.64,0.1667605633802817
597,520,0.8710217755443886,91.0075,1.294661113300995,0.3008130081300813,0.09349593495934959,13,2,0.2326923076923077,31,5.961538461538462,Q9UJX2,Q9UJX2,,CDC23,False,597,1208.0,-2.2292769796578527,-2.233199378481644,1.0,0.9958609271523179,1775.0,5.202520966366197,5.238076,1.0,0.9983098591549295
565,495,0.8761061946902655,88.76880808080807,1.305712968167256,0.30514705882352944,0.0625,6,5,0.22828282828282828,27,5.454545454545454,Q9UJX3,Q9UJX3,,ANAPC7,False,565,1208.0,-0.17867468312712856,-0.17043609284938,0.043874172185430466,0.0,1775.0,6.124321852676056,6.1951823,1.0,0.9983098591549295
755,624,0.8264900662251655,88.84628205128206,1.3664338556896365,0.3044982698961938,0.10380622837370242,5,1,0.2516025641025641,68,10.897435897435898,Q9UJX4,Q9UJX4,,ANAPC5,False,755,1208.0,-1.1379932817436507,-1.1300346451925098,0.9859271523178808,0.7003311258278145,1775.0,6.684348719549295,6.7061715,1.0,1.0
808,654,0.8094059405940595,88.86336391437308,1.2676525864963235,0.25517241379310346,0.08275862068965517,11,2,0.21253822629969418,22,3.3639143730886847,Q9UJX5,Q9UJX5,,ANAPC4,False,808,1208.0,-1.056757973203133,-1.0352181341479243,0.9677152317880795,0.5579470198675497,1775.0,4.282209056732395,4.3304005,1.0,0.9684507042253521
822,652,0.7931873479318735,85.30662576687116,1.8223994059427067,0.28690807799442897,0.0584958217270195,7,4,0.23466257668711657,28,4.294478527607362,Q9UJX6,Q9UJX6,,ANAPC2,False,822,1208.0,-1.4509688502585174,-1.4276062258567046,0.9950331125827815,0.9031456953642384,1775.0,4.541795438011268,4.6244693,0.9994366197183099,0.9577464788732394
296,249,0.8412162162162162,94.56915662650603,1.5487887410932646,0.34057971014492755,0.08695652173913043,12,2,0.22088353413654618,28,11.244979919678714,Q9UK22,Q9UK22,,FBXO2,False,296,1208.0,-0.005092256021103176,-0.00663724372222485,0.0024834437086092716,0.0,1775.0,2.0039658530647886,1.3377682,0.5864788732394366,0.2704225352112676
956,646,0.6757322175732218,92.92402476780187,1.438857561235809,0.3008130081300813,0.12195121951219512,9,2,0.1826625386996904,8,1.238390092879257,Q9UK96,Q9UK96,,FBXO10,False,956,1208.0,0.02643219760654822,0.0279702918937329,0.0,0.0,1775.0,2.032684357239437,1.9665523,0.9030985915492957,0.11380281690140845
