n_residues_total,n_residues_confident,confident_fraction,mean_plddt,compactness,hp_surf_frac,arom_surf_frac,max_hp_patch,n_hp_patches_5plus,pocket_density,max_pocket_cluster,pocket_cluster_per_100res,accession,Entry,intended_gene,gene_symbol,protac_validated,Length
406,392,0.9655172413793104,95.2615051020408,1.0768166242684203,0.31958762886597936,0.07216494845360824,7,2,0.2193877551020408,32,8.16326530612245,Q8N7A1,Q8N7A1,,KLHDC1,False,406
437,373,0.8535469107551488,92.80075067024129,1.7959592184962516,0.26976744186046514,0.08372093023255814,8,2,0.1903485254691689,14,3.753351206434316,Q8N7C3,Q8N7C3,,TRIML2,False,437
305,254,0.8327868852459016,92.67161417322835,3.019618376391484,0.3575757575757576,0.15151515151515152,19,1,0.1889763779527559,14,5.511811023622047,Q8N7C7,Q8N7C7,,RNF148,False,305
425,100,0.23529411764705882,91.23989999999999,1.5262621879577636,0.4,0.1,10,2,0.22,12,12.0,Q8N7E2,Q8N7E2,,CBLL2,False,425
531,271,0.5103578154425612,84.85771217712177,1.9051395120994494,0.42410714285714285,0.10714285714285714,25,5,0.19557195571955718,39,14.391143911439114,Q8N7H5,Q8N7H5,,PAF1,False,531
425,294,0.691764705882353,90.16095238095238,1.3872913899106158,0.29775280898876405,0.05056179775280899,8,2,0.2108843537414966,22,7.482993197278912,Q8N806,Q8N806,,UBR7,False,425
203,101,0.4975369458128079,86.94009900990098,1.8676801068662765,0.48,0.10666666666666667,17,1,0.1782178217821782,6,5.9405940594059405,Q8N8N0,Q8N8N0,,RNF152,False,203
1025,749,0.7307317073170732,88.63508678237652,1.3438178209932432,0.265625,0.075,5,1,0.2136181575433912,29,3.871829105473965,Q8N961,Q8N961,,ABTB2,False,1025
347,273,0.7867435158501441,91.23820512820512,1.5101930404477468,0.375,0.041666666666666664,13,4,0.15384615384615385,12,4.395604395604396,Q8N9I9,Q8N9I9,,DTX3,False,347
468,415,0.8867521367521367,91.70636144578313,1.847567977780465,0.3103448275862069,0.05517241379310345,9,4,0.14457831325301204,10,2.4096385542168677,Q8N9V2,Q8N9V2,,TRIML1,False,468
476,435,0.9138655462184874,92.12337931034483,1.3623575204163199,0.28703703703703703,0.06944444444444445,6,2,0.20919540229885059,30,6.896551724137931,Q8N9V3,Q8N9V3,,WDSUB1,False,476
808,168,0.2079207920792079,86.88297619047619,2.3790512911826527,0.3611111111111111,0.09722222222222222,17,2,0.16666666666666666,18,10.714285714285714,Q8NA82,Q8NA82,,MARCHF10,False,808
344,212,0.6162790697674418,91.98028301886794,1.31759567274601,0.25,0.06481481481481481,4,0,0.18396226415094338,10,4.716981132075472,Q8NAA5,Q8NAA5,,LRRC75A,False,344
612,574,0.9379084967320261,92.76160278745644,1.3076328050485955,0.26785714285714285,0.12142857142857143,7,2,0.20209059233449478,23,4.006968641114982,Q8NAB2,Q8NAB2,,KBTBD3,False,612
558,525,0.9408602150537635,91.97980952380951,1.2073327820869428,0.3359375,0.11328125,8,2,0.23809523809523808,30,5.714285714285714,Q8NBE8,Q8NBE8,,KLHL23,False,558
344,214,0.622093023255814,83.57523364485981,2.0729660313009854,0.5307692307692308,0.15384615384615385,12,6,0.26635514018691586,45,21.02803738317757,Q8NBM4,Q8NBM4,,UBAC2,False,344
400,247,0.6175,89.80846153846153,3.2272902800737744,0.4585987261146497,0.12101910828025478,25,3,0.21862348178137653,26,10.526315789473683,Q8NC42,Q8NC42,,RNF149,False,400
237,204,0.8607594936708861,92.47313725490199,2.095350905309354,0.29133858267716534,0.11023622047244094,9,1,0.19117647058823528,10,4.901960784313726,Q8NC69,Q8NC69,,KCTD6,False,237
708,159,0.2245762711864407,82.63937106918239,2.8074816935220746,0.3310810810810811,0.033783783783783786,10,3,0.07547169811320754,3,1.8867924528301887,Q8NCN4,Q8NCN4,,RNF169,False,708
570,192,0.3368421052631579,84.21192708333334,2.080426157789316,0.2619047619047619,0.10317460317460317,5,1,0.21354166666666666,14,7.291666666666667,Q8NCP5,Q8NCP5,,ZBTB44,False,570
510,385,0.7549019607843137,88.77771428571428,1.2551011806303238,0.3384615384615385,0.1282051282051282,8,4,0.2051948051948052,23,5.974025974025974,Q8NCQ5,Q8NCQ5,,FBXO15,False,510
797,637,0.7992471769134254,92.0693092621664,1.2565277055768151,0.2669039145907473,0.07473309608540925,7,6,0.1695447409733124,15,2.3547880690737837,Q8TEL6,Q8TEL6,,TRPC4AP,False,797
875,490,0.56,91.51610204081632,1.8668449766492279,0.3611111111111111,0.05864197530864197,21,5,0.16122448979591836,23,4.6938775510204085,Q8TF61,Q8TF61,,FBXO41,False,875
664,542,0.8162650602409639,87.47843173431734,1.5292444311532511,0.575,0.2222222222222222,31,16,0.33025830258302585,146,26.937269372693727,Q8WU17,Q8WU17,,RNF139,False,664
427,354,0.8290398126463701,93.46257062146893,1.0492010835981307,0.36477987421383645,0.11320754716981132,7,2,0.1864406779661017,30,8.47457627118644,Q92466,Q92466,,DDB2,False,427
292,206,0.7054794520547946,95.41665048543686,1.3906299958573294,0.20535714285714285,0.07142857142857142,4,0,0.1650485436893204,12,5.825242718446602,Q92564,Q92564,,DCUN1D4,False,292
1164,551,0.4733676975945017,89.46974591651544,2.4998418212108344,0.35294117647058826,0.08,19,11,0.12522686025408347,7,1.2704174228675136,Q92574,Q92574,,TSC1,False,1164
585,565,0.9658119658119658,95.14985840707965,1.1085695381799001,0.2673992673992674,0.12454212454212454,5,1,0.2176991150442478,31,5.486725663716814,Q92624,Q92624,,APPBP2,False,585
601,387,0.6439267886855241,97.10865633074935,1.2459456175933967,0.2824858757062147,0.11299435028248588,5,1,0.2041343669250646,24,6.2015503875969,Q92630,Q92630,,DYRK2,False,601
1020,363,0.3558823529411765,96.62085399449035,0.9863151858321147,0.2913907284768212,0.08609271523178808,5,1,0.19008264462809918,36,9.917355371900827,Q92834,Q92834,,RPGR,False,1020
594,521,0.877104377104377,93.20637236084454,1.5461535376868174,0.2648221343873518,0.07509881422924901,4,0,0.18234165067178504,16,3.071017274472169,Q92990,Q92990,,GLMN,False,594
2554,2086,0.8167580266249022,87.36086768935763,1.1054452572935936,0.2663101604278075,0.08342245989304813,6,4,0.20038350910834132,37,1.7737296260786195,Q93008,Q93008,,USP9X,False,2554
780,731,0.9371794871794872,91.76199726402187,1.716575357162401,0.24739583333333334,0.052083333333333336,5,1,0.2079343365253078,39,5.33515731874145,Q93034,Q93034,,CUL5,False,780
2177,1147,0.5268718419843822,86.83691368788143,1.4391462108077246,0.257201646090535,0.06584362139917696,7,4,0.1996512641673932,20,1.7436791630340016,Q93074,Q93074,,MED12,False,2177
707,475,0.6718528995756718,95.76825263157895,1.4621329729747954,0.2839506172839506,0.0823045267489712,12,3,0.1705263157894737,12,2.526315789473684,Q969H0,Q969H0,,FBXW7,False,707
372,203,0.5456989247311828,92.71108374384238,1.889918425606915,0.29927007299270075,0.08029197080291971,7,1,0.17733990147783252,12,5.911330049261084,Q969K3,Q969K3,,RNF34,False,372
478,436,0.9121338912133892,89.90107798165137,1.2827156821329146,0.2987012987012987,0.07792207792207792,5,4,0.21100917431192662,14,3.211009174311927,Q969K4,Q969K4,,ABTB1,False,478
185,157,0.8486486486486486,96.78019108280256,1.2802011538838027,0.26595744680851063,0.07446808510638298,7,2,0.18471337579617833,7,4.45859872611465,Q969M7,Q969M7,,UBE2F,False,185
355,266,0.7492957746478873,91.02992481203009,1.4257008785180132,0.31097560975609756,0.10365853658536585,9,1,0.16541353383458646,6,2.2556390977443606,Q969P5,Q969P5,,FBXO32,False,355
353,286,0.8101983002832861,91.2137062937063,3.2498984389108894,0.3813559322033898,0.08050847457627118,12,6,0.18181818181818182,10,3.4965034965034967,Q969Q1,Q969Q1,,TRIM63,False,353
207,151,0.7294685990338164,97.25264900662252,1.3232770175318103,0.32142857142857145,0.05952380952380952,5,2,0.23178807947019867,27,17.880794701986755,Q969T4,Q969T4,,UBE2E3,False,207
566,456,0.8056537102473498,92.47423245614036,1.148697431200945,0.38578680203045684,0.116751269035533,8,4,0.21929824561403508,23,5.0438596491228065,Q969U6,Q969U6,,FBXW5,False,566
352,336,0.9545454545454546,91.41261904761905,2.3149679231961158,0.3684210526315789,0.11403508771929824,24,4,0.21726190476190477,33,9.821428571428571,Q969V5,Q969V5,,MUL1,False,352
273,243,0.8901098901098901,94.3037037037037,1.2154522396402248,0.4065040650406504,0.07317073170731707,7,2,0.18930041152263374,16,6.584362139917696,Q96A44,Q96A44,,SPSB4,False,273
297,147,0.494949494949495,87.95442176870748,2.1199583343115846,0.34545454545454546,0.06363636363636363,13,2,0.17006802721088435,11,7.482993197278912,Q96A61,Q96A61,,TRIM52,False,297
955,850,0.8900523560209425,90.32543529411764,1.2238416527681792,0.2879120879120879,0.06153846153846154,8,7,0.18941176470588236,19,2.235294117647059,Q96AX9,Q96AX9,,MIB2,False,955
151,130,0.8609271523178808,91.73561538461539,1.2626031812888334,0.25,0.039473684210526314,4,0,0.2230769230769231,10,7.6923076923076925,Q96B02,Q96B02,,UBE2W,False,151
404,36,0.0891089108910891,82.38055555555553,4.07702096303304,0.3333333333333333,0.027777777777777776,3,0,0.05555555555555555,0,0.0,Q96B23,Q96B23,,ARK2N,False,404
710,360,0.5070422535211268,86.01175,2.0458518882444308,0.30357142857142855,0.06428571428571428,10,4,0.13333333333333333,9,2.5,Q92541,Q92541,,RTF1,False,710
363,205,0.5647382920110193,92.28785365853659,1.5148766987234406,0.2846153846153846,0.06923076923076923,5,1,0.18536585365853658,12,5.853658536585367,Q8WZ73,Q8WZ73,,RFFL,False,363
223,189,0.8475336322869955,95.57592592592592,1.2488260690490953,0.40404040404040403,0.0707070707070707,11,1,0.21164021164021163,24,12.698412698412698,Q8WUJ0,Q8WUJ0,,STYX,False,223
621,552,0.8888888888888888,92.51954710144926,1.4453237919954678,0.3074074074074074,0.07777777777777778,10,2,0.19927536231884058,28,5.072463768115942,Q8WZ60,Q8WZ60,,KLHL6,False,621
495,377,0.7616161616161616,88.00511936339522,1.143594362339438,0.3125,0.09659090909090909,9,3,0.21750663129973474,12,3.183023872679045,Q8WV16,Q8WV16,,DCAF4,False,495
266,234,0.8796992481203008,94.57388888888889,1.294484894953808,0.25,0.0859375,6,1,0.19230769230769232,6,2.564102564102564,Q8WV22,Q8WV22,,NSMCE1,False,266
630,420,0.6666666666666666,88.9045238095238,2.359804770339963,0.3469387755102041,0.05782312925170068,15,6,0.19285714285714287,13,3.0952380952380953,Q8WV44,Q8WV44,,TRIM41,False,630
666,143,0.2147147147147147,83.32195804195804,2.5601123078616927,0.34210526315789475,0.12280701754385964,10,3,0.23076923076923078,31,21.678321678321677,Q8WVC0,Q8WVC0,,LEO1,False,666
245,188,0.7673469387755102,89.09218085106384,1.4833682397062367,0.25757575757575757,0.09848484848484848,8,2,0.16489361702127658,10,5.319148936170213,Q8WVD3,Q8WVD3,,RNF138,False,245
230,189,0.8217391304347826,89.33613756613757,1.4466467998442745,0.3643410852713178,0.07751937984496124,7,3,0.1746031746031746,8,4.232804232804233,Q8WVD5,Q8WVD5,,RNF141,False,230
259,213,0.8223938223938224,89.80661971830985,1.6804932431890898,0.3,0.12307692307692308,7,1,0.16901408450704225,5,2.3474178403755865,Q8WVF5,Q8WVF5,,KCTD4,False,259
375,312,0.832,90.7434935897436,1.1856803545427752,0.2603550295857988,0.0650887573964497,3,0,0.23076923076923078,31,9.935897435897436,Q8WVN8,Q8WVN8,,UBE2Q2,False,375
376,263,0.699468085106383,90.3284030418251,2.8640446277314338,0.37349397590361444,0.13253012048192772,18,1,0.16730038022813687,11,4.182509505703422,Q8WVZ7,Q8WVZ7,,RNF133,False,376
684,530,0.7748538011695907,91.48901886792454,1.3039205383133337,0.31970260223048325,0.08550185873605948,11,3,0.2037735849056604,20,3.7735849056603774,Q8WVZ9,Q8WVZ9,,KBTBD7,False,684
429,204,0.4755244755244755,86.69088235294119,2.5530505247626034,0.45901639344262296,0.10655737704918032,20,3,0.25,14,6.862745098039216,Q8WWF5,Q8WWF5,,ZNRF4,False,429
1683,447,0.26559714795008915,82.75648769574944,1.8491961429384307,0.29714285714285715,0.06285714285714286,8,4,0.14988814317673377,14,3.131991051454139,Q8WWI1,Q8WWI1,,LMO7,False,1683
329,279,0.8480243161094225,91.97827956989246,1.3603052146843337,0.3836477987421384,0.1320754716981132,12,4,0.2114695340501792,53,18.996415770609318,Q8WWX0,Q8WWX0,,ASB5,False,329
323,293,0.9071207430340558,91.00897610921503,1.4980585294826376,0.4152046783625731,0.13450292397660818,21,3,0.2150170648464164,49,16.723549488054605,Q8WXH4,Q8WXH4,,ASB11,False,323
440,208,0.4727272727272727,91.6212980769231,1.7400964136224935,0.4090909090909091,0.15151515151515152,8,3,0.20192307692307693,23,11.057692307692307,Q8WXH5,Q8WXH5,,SOCS4,False,440
277,184,0.6642599277978339,89.57842391304348,1.6551649549267489,0.3125,0.10416666666666667,4,0,0.19021739130434784,9,4.891304347826087,Q8WXH6,Q8WXH6,,RAB40A,False,277
467,366,0.7837259100642399,88.5864480874317,1.4677275223563249,0.3146067415730337,0.07865168539325842,9,1,0.2459016393442623,19,5.191256830601093,Q8WXI3,Q8WXI3,,ASB10,False,467
295,249,0.8440677966101695,91.82622489959839,1.2550141429526989,0.34146341463414637,0.10569105691056911,8,1,0.2289156626506024,37,14.859437751004014,Q8WXJ9,Q8WXJ9,,ASB17,False,295
588,514,0.8741496598639455,93.2431906614786,1.5983680760544061,0.31092436974789917,0.11764705882352941,7,2,0.20622568093385213,28,5.447470817120623,Q8WXK1,Q8WXK1,,ASB15,False,588
278,259,0.9316546762589928,95.56969111969111,1.325706560900743,0.3333333333333333,0.08695652173913043,9,1,0.22393822393822393,37,14.285714285714285,Q8WXK3,Q8WXK3,,ASB13,False,278
309,246,0.7961165048543689,89.47845528455285,1.4068484393837204,0.3308270676691729,0.11278195488721804,8,3,0.21951219512195122,33,13.414634146341465,Q8WXK4,Q8WXK4,,ASB12,False,309
445,381,0.8561797752808988,91.82396325459318,1.2385450088407695,0.31390134529147984,0.08520179372197309,9,3,0.2230971128608924,20,5.2493438320209975,Q8WY64,Q8WY64,,MYLIP,False,445
329,232,0.7051671732522796,92.84525862068966,2.002678932869585,0.26865671641791045,0.06716417910447761,4,0,0.2025862068965517,12,5.172413793103448,Q8WZ19,Q8WZ19,,KCTD13,False,329
381,267,0.7007874015748031,93.89086142322098,1.715691949400703,0.23170731707317074,0.0975609756097561,8,2,0.19101123595505617,27,10.112359550561797,Q9BWX1,Q9BWX1,,PHF7,False,381
425,307,0.7223529411764706,93.32250814332248,3.166862364853453,0.33587786259541985,0.11068702290076336,11,7,0.20195439739413681,12,3.908794788273615,Q9BZY9,Q9BZY9,,TRIM31,False,425
525,425,0.8095238095238095,92.77322352941177,1.511735605140892,0.3133047210300429,0.04721030042918455,10,3,0.2188235294117647,29,6.8235294117647065,Q9BX70,Q9BX70,,BTBD2,False,525
423,391,0.9243498817966903,95.56383631713557,1.2509978567292144,0.2564102564102564,0.12307692307692308,8,3,0.12020460358056266,7,1.7902813299232736,Q9UKC9,Q9UKC9,,FBXL2,False,423
481,455,0.9459459459459459,91.89356043956045,2.3161910682241293,0.33226837060702874,0.08306709265175719,15,5,0.2043956043956044,48,10.54945054945055,Q9UDY6,Q9UDY6,,TRIM10,False,481
824,621,0.7536407766990292,91.7685346215781,1.2421637536643488,0.29491525423728815,0.07796610169491526,7,2,0.18840579710144928,18,2.898550724637681,Q9UDY8,Q9UDY8,,MALT1,False,824
701,376,0.536376604850214,95.56598404255318,1.2591416658914725,0.27472527472527475,0.0989010989010989,7,1,0.1276595744680851,9,2.393617021276596,Q9UF56,Q9UF56,,FBXL17,False,701
587,555,0.9454855195911414,93.15401801801801,1.377371089903846,0.2857142857142857,0.06620209059233449,12,2,0.2126126126126126,40,7.207207207207207,Q9UH77,Q9UH77,,KLHL3,False,587
709,449,0.6332863187588152,89.28309576837417,1.5433405882575832,0.3835616438356164,0.1267123287671233,9,7,0.22717149220489977,48,10.690423162583519,Q9UH90,Q9UH90,,FBXO40,False,709
482,231,0.47925311203319504,86.891341991342,1.7654594571428714,0.3546511627906977,0.1744186046511628,5,3,0.19913419913419914,8,3.463203463203463,Q9UHC7,Q9UHC7,,MKRN1,False,482
1024,906,0.884765625,90.70931567328918,1.3731793369998295,0.21772151898734177,0.08860759493670886,5,1,0.18763796909492272,39,4.304635761589404,Q9UII4,Q9UII4,,HERC5,False,1024
491,359,0.7311608961303462,90.14796657381616,1.7982160749621463,0.2767857142857143,0.08482142857142858,14,3,0.1615598885793872,17,4.735376044568245,Q9UJ41,Q9UJ41,,RABGEF1,False,491
1249,185,0.14811849479583666,89.0327027027027,1.4111740486797597,0.34285714285714286,0.11428571428571428,7,2,0.25405405405405407,24,12.972972972972974,Q9UJ55,Q9UJ55,,MAGEL2,False,1249
597,556,0.931323283082077,94.24739208633095,1.4039122899786174,0.3829787234042553,0.07092198581560284,9,6,0.23201438848920863,15,2.697841726618705,Q9UJP4,Q9UJP4,,KLHL21,False,597
491,367,0.7474541751527495,95.5400544959128,1.2771048273399235,0.2808988764044944,0.12921348314606743,8,1,0.13896457765667575,21,5.722070844686648,Q9UJT9,Q9UJT9,,FBXL7,False,491
735,580,0.7891156462585034,89.98329310344828,2.3890808466902445,0.36153846153846153,0.07948717948717948,13,7,0.19137931034482758,30,5.172413793103448,Q9UJV3,Q9UJV3,,MID2,False,735
597,520,0.8710217755443886,91.0075,1.294661113300995,0.3008130081300813,0.09349593495934959,13,2,0.2326923076923077,31,5.961538461538462,Q9UJX2,Q9UJX2,,CDC23,False,597
565,495,0.8761061946902655,88.76880808080807,1.305712968167256,0.30514705882352944,0.0625,6,5,0.22828282828282828,27,5.454545454545454,Q9UJX3,Q9UJX3,,ANAPC7,False,565
755,624,0.8264900662251655,88.84628205128206,1.3664338556896365,0.3044982698961938,0.10380622837370242,5,1,0.2516025641025641,68,10.897435897435898,Q9UJX4,Q9UJX4,,ANAPC5,False,755
808,654,0.8094059405940595,88.86336391437308,1.2676525864963235,0.25517241379310346,0.08275862068965517,11,2,0.21253822629969418,22,3.3639143730886847,Q9UJX5,Q9UJX5,,ANAPC4,False,808
822,652,0.7931873479318735,85.30662576687116,1.8223994059427067,0.28690807799442897,0.0584958217270195,7,4,0.23466257668711657,28,4.294478527607362,Q9UJX6,Q9UJX6,,ANAPC2,False,822
296,249,0.8412162162162162,94.56915662650603,1.5487887410932646,0.34057971014492755,0.08695652173913043,12,2,0.22088353413654618,28,11.244979919678714,Q9UK22,Q9UK22,,FBXO2,False,296
956,646,0.6757322175732218,92.92402476780187,1.438857561235809,0.3008130081300813,0.12195121951219512,9,2,0.1826625386996904,8,1.238390092879257,Q9UK96,Q9UK96,,FBXO10,False,956
447,328,0.7337807606263982,89.36231707317073,1.6381105704813903,0.3611111111111111,0.10648148148148148,13,4,0.24085365853658536,23,7.01219512195122,Q9UK97,Q9UK97,,FBXO9,False,447
471,407,0.8641188959660298,95.86717444717443,1.3546376712508723,0.34134615384615385,0.08173076923076923,11,2,0.20147420147420148,22,5.405405405405405,Q9UK99,Q9UK99,,FBXO3,False,471
691,403,0.5832127351664255,92.016476426799,1.5065651045821085,0.2727272727272727,0.08585858585858586,8,1,0.19602977667493796,14,3.4739454094292808,Q9UKA1,Q9UKA1,,FBXL5,False,691
621,525,0.8454106280193237,94.66579047619048,1.0607434425755005,0.32,0.07555555555555556,8,3,0.19238095238095237,34,6.476190476190475,Q9UKA2,Q9UKA2,,FBXL4,False,621
284,174,0.6126760563380281,93.55425287356323,1.3579648388388603,0.3076923076923077,0.10576923076923077,6,2,0.21839080459770116,13,7.471264367816093,Q9UBV8,Q9UBV8,,PEF1,False,284
474,410,0.8649789029535865,88.75073170731709,2.1181819451935993,0.3358208955223881,0.08582089552238806,6,4,0.21951219512195122,13,3.1707317073170733,Q9UBS8,Q9UBS8,,RNF14,False,474
1215,816,0.671604938271605,96.01626225490195,1.080515750161399,0.3253424657534247,0.10616438356164383,7,2,0.17647058823529413,16,1.9607843137254901,Q9UBN7,Q9UBN7,,HDAC6,False,1215
1132,494,0.4363957597173145,90.72216599190283,1.369371663272395,0.3004115226337449,0.09465020576131687,4,0,0.2550607287449393,39,7.894736842105263,Q9P203,Q9P203,,BTBD7,False,1132
84,84,1.0,92.3742857142857,2.025170595911736,0.421875,0.15625,7,2,0.16666666666666666,7,8.333333333333332,Q9NYG5,Q9NYG5,,ANAPC11,False,84
404,330,0.8168316831683168,93.68406060606061,1.0248997701664597,0.373015873015873,0.09523809523809523,8,3,0.20303030303030303,46,13.939393939393941,Q9NYS7,Q9NYS7,,WSB2,False,404
730,339,0.4643835616438356,93.0252802359882,1.0084222291422567,0.25396825396825395,0.07142857142857142,3,0,0.17699115044247787,26,7.669616519174041,Q9NZJ0,Q9NZJ0,,DTL,False,730
450,376,0.8355555555555556,88.62324468085106,1.673482388496423,0.48627450980392156,0.1568627450980392,48,8,0.2712765957446808,45,11.96808510638298,Q9NZS9,Q9NZS9,,BFAR,False,450
198,175,0.8838383838383839,88.12440000000001,2.019170780444377,0.34959349593495936,0.032520325203252036,18,3,0.18857142857142858,12,6.857142857142858,Q9P000,Q9P000,,COMMD9,False,198
117,102,0.8717948717948718,91.65254901960786,3.0376123536171957,0.42105263157894735,0.042105263157894736,10,5,0.21568627450980393,16,15.686274509803921,Q9P086,Q9P086,,MED11,False,117
381,196,0.5144356955380578,90.85591836734693,1.943770272391183,0.3402777777777778,0.04861111111111111,9,5,0.1377551020408163,15,7.653061224489796,Q9P0J7,Q9P0J7,,KCMF1,False,381
246,155,0.6300813008130082,87.2924516129032,2.219046598022036,0.4049586776859504,0.09090909090909091,18,2,0.1935483870967742,12,7.741935483870968,Q9P0N8,Q9P0N8,,MARCHF2,False,246
153,130,0.8496732026143791,89.74215384615384,2.1379594047831776,0.3333333333333333,0.11764705882352941,7,2,0.14615384615384616,11,8.461538461538462,Q9P0P0,Q9P0P0,,RNF181,False,153
55,53,0.9636363636363636,93.99679245283016,2.666017354467314,0.5471698113207547,0.1320754716981132,23,2,0.11320754716981132,4,7.547169811320755,Q9P0U1,Q9P0U1,,TOMM7,False,55
973,810,0.8324768756423433,83.20056790123456,2.1999922426080962,0.30493273542600896,0.08744394618834081,13,4,0.21728395061728395,22,2.7160493827160495,Q9P253,Q9P253,,VPS18,False,973
195,169,0.8666666666666667,90.80384615384615,1.8396131075345552,0.336283185840708,0.07079646017699115,9,2,0.20118343195266272,10,5.9171597633136095,Q9UBI1,Q9UBI1,,COMMD3,False,195
1123,354,0.31522707034728403,91.16604519774012,1.2716412303529938,0.31666666666666665,0.05555555555555555,9,3,0.192090395480226,16,4.519774011299435,Q9P275,Q9P275,,USP36,False,1123
410,165,0.4024390243902439,86.4470303030303,1.9825865569150092,0.47244094488188976,0.14173228346456693,20,2,0.23030303030303031,24,14.545454545454545,Q9P2E8,Q9P2E8,,MARCHF4,False,410
1089,638,0.5858585858585859,88.27468652037618,1.6723860304239238,0.24929178470254956,0.08781869688385269,6,2,0.21630094043887146,23,3.605015673981191,Q9P2G1,Q9P2G1,,ANKIB1,False,1089
620,565,0.9112903225806451,95.45706194690266,1.3326149473553472,0.27007299270072993,0.08394160583941605,7,3,0.21061946902654868,36,6.371681415929204,Q9P2G9,Q9P2G9,,KLHL8,False,620
617,572,0.9270664505672609,95.60132867132867,1.4175773302282448,0.32,0.09090909090909091,7,2,0.23426573426573427,37,6.468531468531468,Q9P2J3,Q9P2J3,,KLHL9,False,617
505,425,0.8415841584158416,91.41385882352941,1.3577011874911975,0.3112244897959184,0.07653061224489796,5,1,0.21176470588235294,17,4.0,Q9P2K6,Q9P2K6,,KLHL42,False,505
655,573,0.8748091603053435,95.5512739965096,1.4191648087250626,0.31636363636363635,0.09090909090909091,7,2,0.2338568935427574,35,6.108202443280978,Q9P2N7,Q9P2N7,,KLHL13,False,655
1572,743,0.47264631043257,87.54697173620458,1.3155888445018704,0.29095354523227385,0.12469437652811736,8,4,0.2018842530282638,13,1.7496635262449527,Q9P2P5,Q9P2P5,,HECW2,False,1572
373,175,0.4691689008042895,88.00028571428572,1.3624870659016997,0.37755102040816324,0.15306122448979592,5,2,0.25142857142857145,10,5.714285714285714,Q9UBF1,Q9UBF1,,MAGEC2,False,373
113,85,0.7522123893805309,90.76517647058823,2.1544391434955528,0.40625,0.078125,8,1,0.18823529411764706,10,11.76470588235294,Q9UBF6,Q9UBF6,,RNF7,False,113
542,447,0.8247232472324724,94.82147651006711,1.3481855262519158,0.24107142857142858,0.08035714285714286,5,1,0.18120805369127516,18,4.026845637583892,Q9UKB1,Q9UKB1,,FBXW11,False,542
447,187,0.41834451901565994,87.92524064171126,2.0316847605521464,0.3028169014084507,0.04929577464788732,10,3,0.22459893048128343,15,8.02139037433155,Q9UKT4,Q9UKT4,,FBXO5,False,447
234,155,0.6623931623931624,92.40703225806452,2.3728775740251056,0.29411764705882354,0.10784313725490197,8,1,0.23225806451612904,13,8.38709677419355,Q9NXV2,Q9NXV2,,KCTD5,False,234
387,272,0.7028423772609819,88.92279411764706,1.3265042072653122,0.288,0.08,10,2,0.20955882352941177,11,4.044117647058823,Q9UKT5,Q9UKT5,,FBXO4,False,387
301,242,0.8039867109634552,88.09495867768597,1.874706044410173,0.3485714285714286,0.07428571428571429,8,1,0.17355371900826447,6,2.479338842975207,Q9Y314,Q9Y314,,NOSIP,False,301
318,210,0.660377358490566,91.85090476190477,1.2943695243672328,0.3898305084745763,0.05084745762711865,19,1,0.1761904761904762,12,5.714285714285714,Q9Y385,Q9Y385,,UBE2J1,False,318
154,104,0.6753246753246753,90.14480769230771,1.6912499219470178,0.46835443037974683,0.08860759493670886,8,3,0.22115384615384615,17,16.346153846153847,Q9Y3C5,Q9Y3C5,,RNF11,False,154
131,121,0.9236641221374046,95.66719008264464,1.705138466574929,0.3563218390804598,0.19540229885057472,5,1,0.23140495867768596,17,14.049586776859504,Q9Y3C7,Q9Y3C7,,MED31,False,131
522,283,0.5421455938697318,84.7091519434629,1.7118525468448789,0.3314285714285714,0.06857142857142857,20,3,0.21554770318021202,10,3.53356890459364,Q9Y3I1,Q9Y3I1,,FBXO7,False,522
1467,693,0.4723926380368098,88.46124098124098,1.0889142821088034,0.29874213836477986,0.050314465408805034,10,2,0.17893217893217894,12,1.7316017316017316,Q9Y4B4,Q9Y4B4,,RAD54L2,False,1467
1321,854,0.6464799394398183,84.52530444964871,1.1092329858291514,0.33611111111111114,0.06388888888888888,9,6,0.22131147540983606,24,2.810304449648712,Q9Y4D8,Q9Y4D8,,HECTD4,False,3996
522,436,0.8352490421455939,93.17511467889908,2.102055897080168,0.34576271186440677,0.10508474576271186,9,5,0.1834862385321101,13,2.981651376146789,Q9Y4K3,Q9Y4K3,,TRAF6,False,522
304,104,0.34210526315789475,83.78548076923076,1.9403636999848688,0.3684210526315789,0.10526315789473684,6,2,0.20192307692307693,8,7.6923076923076925,Q9Y4L5,Q9Y4L5,,RNF115,False,304
557,430,0.7719928186714542,92.30860465116278,1.3951328223402668,0.2625,0.09166666666666666,8,1,0.21395348837209302,19,4.4186046511627906,Q9Y4X5,Q9Y4X5,,ARIH1,False,557
584,546,0.934931506849315,92.56479853479854,1.3364244419315623,0.32234432234432236,0.09157509157509157,7,4,0.23076923076923078,59,10.805860805860807,Q9Y573,Q9Y573,,IPP,False,584
426,405,0.9507042253521126,94.62977777777778,1.4483027272600948,0.34196891191709844,0.15025906735751296,8,2,0.22469135802469137,18,4.444444444444445,Q9Y574,Q9Y574,,ASB4,False,426
518,494,0.9536679536679536,92.73408906882591,1.7341994865864199,0.2581967213114754,0.0942622950819672,4,0,0.22469635627530365,25,5.060728744939271,Q9Y575,Q9Y575,,ASB3,False,518
